content,label,tokens
什么是加热软化法,1.0,"['什么', '是', '加热', '软化', '法']"
离子交换法软化处理有哪些常见故障如何处理,1.0,"['离子交换', '法', '软化', '处理', '有', '哪些', '常见故障', '如何', '处理']"
什么是铵钠离子交换软化处理,1.0,"['什么', '是', '铵', '钠离子', '交换', '软化', '处理']"
阳离子交换剂如果是用铵盐再生的那么交换剂,0.0,"['阳离子', '交换', '剂', '如果', '是', '用', '铵盐', '再生', '的', '那么', '交换', '剂']"
由上可见分解为而逸出不再组成锅炉水的碱度,0.0,"['由', '上', '可见', '分解', '为', '而逸出', '不再', '组成', '锅炉', '水', '的', '碱度']"
从以上反应可以看出经过铵离子和钠离子交换,0.0,"['从', '以上', '反应', '可以', '看出', '经过', '铵', '离子', '和', '钠离子', '交换']"
铵钠离子交换软化处理系统有哪几种形式,1.0,"['铵', '钠离子', '交换', '软化', '处理', '系统', '有', '哪几种', '形式']"
铵钠离子交换软化处理适用于原水中钠离子与,0.0,"['铵', '钠离子', '交换', '软化', '处理', '适用', '于原', '水中', '钠离子', '与']"
并联系统即原水分别进铵型树脂交换器和钠型,0.0,"['并联', '系统', '即', '原水', '分别', '进铵', '型', '树脂', '交换器', '和', '钠', '型']"
什么是钠氯离子交换处理,1.0,"['什么', '是', '钠', '氯离子', '交换', '处理']"
从上可知原水通过氯型阴离子交换器后树脂转,0.0,"['从', '上', '可知', '原水', '通过', '氯型', '阴离子', '交换器', '后', '树脂', '转']"
由此可知氯钠离子交换处理不必用酸无需防酸,0.0,"['由此可知', '氯', '钠离子', '交换', '处理', '不必', '用酸', '无需', '防酸']"
软化床再生时其树脂层上部为什么要有一定厚度的水层,1.0,"['软化', '床', '再生', '时其', '树脂层', '上部', '为什么', '要', '有', '一定', '厚度', '的', '水层']"
缓冲作用当再生液以一定流速通过树脂层时由,0.0,"['缓冲作用', '当', '再生', '液以', '一定', '流速', '通过', '树脂层', '时', '由']"
隔断作用水层会隔断空气与树脂层的接触避免,0.0,"['隔断', '作用', '水层', '会', '隔断', '空气', '与', '树脂层', '的', '接触', '避免']"
什么是水的化学除盐处理,1.0,"['什么', '是', '水', '的', '化学', '除盐', '处理']"
由于近年来锅炉向高温高压化迅速发展因此对,0.0,"['由于', '近年来', '锅炉', '向', '高温高压', '化', '迅速', '发展', '因此', '对']"
水的离子交换软化和化学除盐处理有什么不同,1.0,"['水', '的', '离子交换', '软化', '和', '化学', '除盐', '处理', '有', '什么', '不同']"
水的化学除盐是要除去水中的全部成盐离子所,0.0,"['水', '的', '化学', '除盐', '是', '要', '除去', '水中', '的', '全部', '成盐', '离子', '所']"
什么是一级复床除盐处理,1.0,"['什么', '是', '一级', '复床', '除', '盐', '处理']"
原水通过阳离子交换剂时水中的阳离子如等被,0.0,"['原水', '通过', '阳离子', '交换', '剂时', '水中', '的', '阳离子', '如', '等', '被']"
当含有无机酸的水通过阴离子交换剂时水中的,0.0,"['当', '含有', '无机酸', '的', '水', '通过', '阴离子', '交换', '剂时', '水中', '的']"
经过上述阴阳离子交换器处理的水水中的盐分,0.0,"['经过', '上述', '阴阳', '离子交换', '器', '处理', '的', '水', '水中', '的', '盐分']"
为什么一级复床除盐处理不以阴床阳床的顺序排列,1.0,"['为什么', '一级', '复床', '除', '盐', '处理', '不以', '阴床', '阳床', '的', '顺序排列']"
阴离子交换树脂失效再生时是用再生的如果阴,0.0,"['阴离子', '交换', '树脂', '失效', '再生', '时', '是', '用', '再生', '的', '如果', '阴']"
阴离子交换树脂的交换容量比阳离子交换树脂,0.0,"['阴离子', '交换', '树脂', '的', '交换', '容量', '比', '阳离子', '交换', '树脂']"
除盐水处理最难点之一是除去水中的硅酸根是,0.0,"['除', '盐水', '处理', '最', '难点', '之一', '是', '除去', '水中', '的', '硅酸根', '是']"
离子交换树脂的交换反应有可冷子管现象存在,0.0,"['离子交换', '树脂', '的', '交换', '反应', '有', '可', '冷子管', '现象', '存在']"
什么叫离子交换平衡及平衡常数,1.0,"['什么', '叫', '离子交换', '平衡', '及', '平衡常数']"
离子交换剂和水中离子之间的离子交换反应是,0.0,"['离子交换', '剂', '和', '水中', '离子', '之间', '的', '离子交换', '反应', '是']"
按照质量作用定律在离子交换反应达到平衡时,0.0,"['按照', '质量', '作用', '定律', '在', '离子交换', '反应', '达到', '平衡', '时']"
从平衡常数的大小可以看出交换剂上的变成的,0.0,"['从', '平衡常数', '的', '大小', '可以', '看出', '交换', '剂', '上', '的', '变成', '的']"
离子交换的过程是如何进行的,1.0,"['离子交换', '的', '过程', '是', '如何', '进行', '的']"
什么叫离子交换过程的分层失效原理,1.0,"['什么', '叫', '离子交换', '过程', '的', '分层', '失效', '原理']"
固定床的运行方式通常是使水自上而下地不断,0.0,"['固定床', '的', '运行', '方式', '通常', '是', '使', '水', '自上而下', '地', '不断']"
为了保证一定的出水质量处于交换床最下面的,0.0,"['为了', '保证', '一定', '的', '出水', '质量', '处于', '交换', '床', '最', '下面', '的']"
在交换床的整个交换过程中工作层自上而下不,0.0,"['在', '交换', '床', '的', '整个', '交换', '过程', '中', '工作', '层', '自上而下', '不']"
什么叫离子交换过程的分层吸附原理,1.0,"['什么', '叫', '离子交换', '过程', '的', '分层', '吸附', '原理']"
进水的初期由于交换树脂是型故水中各种阳离,0.0,"['进水', '的', '初期', '由于', '交换', '树脂', '是', '型', '故', '水中', '各种', '阳离']"
当交换床不断进水时由于比和更易被吸附于是,0.0,"['当', '交换', '床', '不断', '进水', '时', '由于', '比', '和', '更易', '被', '吸附', '于是']"
在吸附的树脂层下面有一层树脂层是和型树脂,0.0,"['在', '吸附', '的', '树脂层', '下面', '有', '一层', '树脂层', '是', '和', '型', '树脂']"
被吸附离子在树脂层中的分布是按其被交换树,0.0,"['被', '吸附', '离子', '在', '树脂层', '中', '的', '分布', '是', '按', '其', '被', '交换', '树']"
离子交换树脂有哪些主要性能,1.0,"['离子交换', '树脂', '有', '哪些', '主要', '性能']"
树脂是一种透明或半透明的物质因其组成不同,0.0,"['树脂', '是', '一种', '透明', '或', '半透明', '的', '物质', '因', '其', '组成', '不同']"
树脂颗粒的大小将影响交换速度压力损失反洗,0.0,"['树脂', '颗粒', '的', '大小', '将', '影响', '交换', '速度', '压力', '损失', '反洗']"
树脂浸水之后要溶胀它与交联度活性基团交换,0.0,"['树脂', '浸水', '之后', '要', '溶胀', '它', '与', '交联', '度', '活性', '基团', '交换']"
离子交换树脂的结构是怎样的,1.0,"['离子交换', '树脂', '的', '结构', '是', '怎样', '的']"
它牢固地结合在高分子骨架上由不能自由移动,0.0,"['它', '牢固地', '结合', '在', '高分子', '骨架', '上', '由', '不能', '自由', '移动']"
如果离子交换树脂上的可交换离子为阳离子例,0.0,"['如果', '离子交换', '树脂', '上', '的', '可', '交换', '离子', '为', '阳离子', '例']"
离子交换树脂为什么制成球形,1.0,"['离子交换', '树脂', '为什么', '制成', '球形']"
离子交换树脂根据需要可以制成粉状不规则的,0.0,"['离子交换', '树脂', '根据', '需要', '可以', '制成', '粉状', '不规则', '的']"
离子交换树脂的粒度及均匀性对水处理有什么影响,1.0,"['离子交换', '树脂', '的', '粒度', '及', '均匀', '性', '对', '水', '处理', '有', '什么', '影响']"
树脂粒度的大小对水处理工艺有较大的影响树,0.0,"['树脂', '粒度', '的', '大小', '对水', '处理工艺', '有', '较大', '的', '影响', '树']"
另外树脂粒度不均匀也使反洗操作不易控制反,0.0,"['另外', '树脂', '粒度', '不', '均匀', '也', '使', '反洗', '操作', '不易控制', '反']"
什么叫离子交换树脂的溶胀性它与什么因素有关,1.0,"['什么', '叫', '离子交换', '树脂', '的', '溶胀', '性', '它', '与', '什么', '因素', '有关']"
离子交换树脂是亲水性高分子化合物当将干的,0.0,"['离子交换', '树脂', '是', '亲水性', '高分子', '化合物', '当', '将', '干', '的']"
溶液浓度溶液中电解质浓度越大树脂内外溶液,0.0,"['溶液', '浓度', '溶液', '中', '电解质', '浓度', '越大', '树脂', '内外', '溶液']"
什么叫离子交换,1.0,"['什么', '叫', '离子交换']"
从上式可知在离子交换反应中水中的阳离子如,0.0,"['从', '上式', '可知', '在', '离子交换', '反应', '中', '水中', '的', '阳离子', '如']"
什么叫离子交换反应的可逆性,1.0,"['什么', '叫', '离子交换', '反应', '的', '可逆性']"
失效树脂为什么可以通过再生重新获得交换能力,1.0,"['失效', '树脂', '为什么', '可以', '通过', '再生', '重新', '获得', '交换', '能力']"
什么是离子交换树脂的选择性有什么规律性,1.0,"['什么', '是', '离子交换', '树脂', '的', '选择性', '有', '什么', '规律性']"
由于离子交换树脂对于水中各种离子吸着或吸,0.0,"['由于', '离子交换', '树脂', '对于', '水中', '各种', '离子', '吸着', '或吸']"
离子交换树脂的选择性有其一定的规律性例如,0.0,"['离子交换', '树脂', '的', '选择性', '有', '其', '一定', '的', '规律性', '例如']"
怎样识别离子交换树脂的牌号,1.0,"['怎样', '识别', '离子交换', '树脂', '的', '牌号']"
如何选择离子交换树脂,1.0,"['如何', '选择', '离子交换', '树脂']"
交换容量是离子交换树脂性能的一个重要指标,0.0,"['交换', '容量', '是', '离子交换', '树脂', '性能', '的', '一个', '重要', '指标']"
要根据出水水质要求来选择树脂如果只需要部,0.0,"['要', '根据', '出水', '水质', '要求', '来', '选择', '树脂', '如果', '只', '需要', '部']"
要根据原水中杂质的成分来选择树脂如原水中,0.0,"['要', '根据', '原', '水中', '杂质', '的', '成分', '来', '选择', '树脂', '如原', '水中']"
用于混合床的树脂较多的是强酸强碱性树脂的,0.0,"['用于', '混合', '床', '的', '树脂', '较', '多', '的', '是', '强酸', '强', '碱性', '树脂', '的']"
要根据除盐水工艺要求来选择树脂例如双室床,0.0,"['要', '根据', '除', '盐水', '工艺', '要求', '来', '选择', '树脂', '例如', '双室', '床']"
如何计算离子交换树脂的用量,1.0,"['如何', '计算', '离子交换', '树脂', '的', '用量']"
注意的选择对一级除盐水处理当交换塔径在以,0.0,"['注意', '的', '选择', '对', '一级', '除', '盐水', '处理', '当', '交换', '塔径', '在', '以']"
如何保管好离子交换树脂,1.0,"['如何', '保管', '好', '离子交换', '树脂']"
离子交换树脂应贮藏于室内要保持周围环境温,0.0,"['离子交换', '树脂', '应', '贮藏', '于', '室内', '要', '保持', '周围环境', '温']"
离子交换树脂由于受热和太阳晒水分蒸发而干,0.0,"['离子交换', '树脂', '由于', '受热', '和', '太阳', '晒', '水分', '蒸发', '而', '干']"
离子交换树脂长期放置在交换器内不用会滋长,0.0,"['离子交换', '树脂', '长期', '放置', '在', '交换器', '内', '不用', '会', '滋长']"
什么是离子交换树脂的全交换容量和工作交换容量,1.0,"['什么', '是', '离子交换', '树脂', '的', '全', '交换', '容量', '和', '工作', '交换', '容量']"
将离子交换树脂中所有的活性基团都变成可交,0.0,"['将', '离子交换', '树脂', '中', '所有', '的', '活性', '基团', '都', '变成', '可交']"
离子交换树脂的工作交换容量是在水处理的实,0.0,"['离子交换', '树脂', '的', '工作', '交换', '容量', '是', '在', '水', '处理', '的', '实']"
各类离子交换树脂交换容量利用率有什么不同,1.0,"['各类', '离子交换', '树脂', '交换', '容量', '利用率', '有', '什么', '不同']"
各类离子交换树脂的交换容量利用率因树脂的,0.0,"['各类', '离子交换', '树脂', '的', '交换', '容量', '利用率', '因', '树脂', '的']"
什么叫离子交换树脂的饱和度再生度,1.0,"['什么', '叫', '离子交换', '树脂', '的', '饱和度', '再生', '度']"
离子交换过程中离子交换树脂上的交换基团被,0.0,"['离子交换', '过程', '中', '离子交换', '树脂', '上', '的', '交换', '基团', '被']"
树脂的密度有哪几种表示形式,1.0,"['树脂', '的', '密度', '有', '哪几种', '表示', '形式']"
弱酸弱碱性树脂有什么特性如何应用,1.0,"['弱酸', '弱', '碱性', '树脂', '有', '什么', '特性', '如何', '应用']"
此树脂不能与中性盐所分解的离子起离子交换,0.0,"['此', '树脂', '不能', '与', '中性盐', '所', '分解', '的', '离子', '起', '离子交换']"
此类树脂只能吸附强酸根离子例如水中对于弱,0.0,"['此类', '树脂', '只能', '吸附', '强酸', '根', '离子', '例如', '水中', '对于', '弱']"
弱碱性阴离子交换树脂常和强碱性阴树脂联合,0.0,"['弱', '碱性', '阴离子', '交换', '树脂', '常和强', '碱性', '阴', '树脂', '联合']"
强碱型型阴离子交换树脂有什么特点,1.0,"['强碱', '型型', '阴离子', '交换', '树脂', '有', '什么', '特点']"
强碱型阴离子交换树脂是用三甲胺进行胺化处,0.0,"['强碱', '型', '阴离子', '交换', '树脂', '是', '用', '三甲胺', '进行', '胺', '化处']"
型阴树脂比型的碱性强热稳定性好氧化性能稳,0.0,"['型', '阴', '树脂', '比型', '的', '碱性', '强', '热稳定性', '好', '氧化', '性能', '稳']"
大孔型树脂有什么特点,1.0,"['大', '孔型', '树脂', '有', '什么', '特点']"
树脂的结构上存在永久性微孔其大小孔道的数,0.0,"['树脂', '的', '结构', '上', '存在', '永久性', '微孔', '其', '大小', '孔道', '的', '数']"
稳定性耐溶胀收缩性很好有好的耐化学性能和,0.0,"['稳定性', '耐', '溶胀', '收缩', '性', '很', '好', '有', '好', '的', '耐化学', '性能', '和']"
凝胶型与大孔型树脂有什么区别,1.0,"['凝胶', '型', '与', '大', '孔型', '树脂', '有', '什么', '区别']"
凝胶型树脂的孔隙度很小一般都在以下而且严,0.0,"['凝胶', '型', '树脂', '的', '孔隙', '度', '很小', '一般', '都', '在', '以下', '而且', '严']"
凝胶型树脂浸入水中会发生溶胀体积变大这种,0.0,"['凝胶', '型', '树脂', '浸入', '水中', '会', '发生', '溶胀', '体积', '变', '大', '这种']"
大孔型树脂则不同它的孔大于原子距离而且不,0.0,"['大', '孔型', '树脂', '则', '不同', '它', '的', '孔', '大于', '原子', '距离', '而且', '不']"
由于无机物离子的直径都很小用普通的凝胶型,0.0,"['由于', '无机物', '离子', '的', '直径', '都', '很小', '用', '普通', '的', '凝胶', '型']"
凝胶型树脂在聚合的时候需要加入交联剂并要,0.0,"['凝胶', '型', '树脂', '在', '聚合', '的', '时候', '需要', '加入', '交联剂', '并', '要']"
大孔型树脂是在合成的过程中添加芳香烃脂肪,0.0,"['大', '孔型', '树脂', '是', '在', '合成', '的', '过程', '中', '添加', '芳香烃', '脂肪']"
树脂对使用的温度有何要求,1.0,"['树脂', '对', '使用', '的', '温度', '有何', '要求']"
各种树脂均具一定的耐热性能在使用中对温度,0.0,"['各种', '树脂', '均', '具', '一定', '的', '耐热性', '能', '在', '使用', '中', '对', '温度']"
对离子交换树脂要检测哪些项目,1.0,"['对', '离子交换', '树脂', '要', '检测', '哪些项目']"
检测离子交换树脂的目的一是检验新树脂的质,0.0,"['检测', '离子交换', '树脂', '的', '目的', '一是', '检验', '新', '树脂', '的', '质']"
离子交换树脂的全交换容量全交换容量是树脂,0.0,"['离子交换', '树脂', '的', '全', '交换', '容量', '全', '交换', '容量', '是', '树脂']"
离子交换树脂的工作交换容量工作交换容量是,0.0,"['离子交换', '树脂', '的', '工作', '交换', '容量', '工作', '交换', '容量', '是']"
离子交换树脂的机械强度树脂在使用过程中相,0.0,"['离子交换', '树脂', '的', '机械', '强度', '树脂', '在', '使用', '过程', '中相']"
离子交换树脂的密度检测检测树脂的视密度用,0.0,"['离子交换', '树脂', '的', '密度', '检测', '检测', '树脂', '的', '视密度', '用']"
离子交换树脂所含的水分因为树脂交联网孔内,0.0,"['离子交换', '树脂', '所含', '的', '水分', '因为', '树脂', '交联', '网孔', '内']"
离子交换树脂的颗粒度颗粒大小对树脂交换能,0.0,"['离子交换', '树脂', '的', '颗粒', '度', '颗粒', '大小', '对', '树脂', '交换', '能']"
离子交换树脂的中性盐分解容量检测树脂中性,0.0,"['离子交换', '树脂', '的', '中性盐', '分解', '容量', '检测', '树脂', '中性']"
离子交换树脂中灰分及铁含量灰分和铁会沉积,0.0,"['离子交换', '树脂', '中', '灰分', '及', '铁', '含量', '灰分', '和', '铁会', '沉积']"
离子交换树脂的耗氧量耗氧量主要是反映树脂,0.0,"['离子交换', '树脂', '的', '耗氧量', '耗氧量', '主要', '是', '反映', '树脂']"
为什么强酸性树脂以钠型出厂而强碱性树脂以氯型出厂,1.0,"['为什么', '强', '酸性', '树脂', '以钠', '型', '出厂', '而强', '碱性', '树脂', '以氯型', '出厂']"
强栖性阳离子交换树脂是将聚苯乙烯白色球状,0.0,"['强栖性', '阳离子', '交换', '树脂', '是', '将', '聚苯乙烯', '白色', '球状']"
强碱性阴离子交换树脂是将聚苯乙烯甲基化然,0.0,"['强', '碱性', '阴离子', '交换', '树脂', '是', '将', '聚苯乙烯', '甲基化', '然']"
新树脂为什么也要进行处理如何处理,1.0,"['新', '树脂', '为什么', '也', '要', '进行', '处理', '如何', '处理']"
新的离子交换树脂因常含有少量低聚合物和未,0.0,"['新', '的', '离子交换', '树脂', '因常', '含有', '少量', '低', '聚合物', '和', '未']"
用的食盐水溶液约等于被处理的树脂体积倍浸,0.0,"['用', '的', '食盐', '水溶液', '约等于', '被', '处理', '的', '树脂', '体积', '倍', '浸']"
如何鉴别失去标签志的树脂,1.0,"['如何', '鉴别', '失去', '标签', '志', '的', '树脂']"
在实际工作中由于对树脂保管不善或是其他原,0.0,"['在', '实际', '工作', '中', '由于', '对', '树脂', '保管', '不善', '或是', '其他', '原']"
如果树脂变成浅绿色则加入溶液摇动用纯水充,0.0,"['如果', '树脂', '变成', '浅绿色', '则', '加入', '溶液', '摇动', '用', '纯水', '充']"
阴阳离子交换树脂混杂后如何分离,1.0,"['阴阳', '离子交换', '树脂', '混杂', '后', '如何', '分离']"
在实际工作中常会遇到树脂混杂需要设法分离,0.0,"['在', '实际', '工作', '中常会', '遇到', '树脂', '混杂', '需要', '设法', '分离']"
离子交换树脂的强度为什么会降低,1.0,"['离子交换', '树脂', '的', '强度', '为什么', '会', '降低']"
离子交换树脂由于强氧化剂的作用而分解降低,0.0,"['离子交换', '树脂', '由于', '强', '氧化剂', '的', '作用', '而', '分解', '降低']"
离子交换树脂使用后颜色变深说明什么,1.0,"['离子交换', '树脂', '使用', '后', '颜色', '变深', '说明', '什么']"
离子交换树脂是一种半透明或透明的物质依其,0.0,"['离子交换', '树脂', '是', '一种', '半透明', '或', '透明', '的', '物质', '依', '其']"
树脂受到污染的原因是什么,1.0,"['树脂', '受到', '污染', '的', '原因', '是', '什么']"
离子交换树脂在运行的过程中如果发现颜色变,0.0,"['离子交换', '树脂', '在', '运行', '的', '过程', '中', '如果', '发现', '颜色', '变']"
有机物质在水中往往带有负电成为阴离子交换,0.0,"['有机', '物质', '在', '水中', '往往', '带有', '负电', '成为', '阴离子', '交换']"
水中胶体颗粒常带负离子使阴离子交换树脂受,0.0,"['水中', '胶体', '颗粒', '常带', '负离子', '使', '阴离子', '交换', '树脂', '受']"
原水中的高价金属离子如混凝剂中高价金属离,0.0,"['原', '水中', '的', '高价', '金属', '离子', '如', '混凝剂', '中', '高价', '金属', '离']"
阴离子交换树脂有机物中母有些什么典型症状,1.0,"['阴离子', '交换', '树脂', '有机物', '中母', '有些', '什么', '典型', '症状']"
阴离子交换树脂的冲洗用水量逐渐增大这是由,0.0,"['阴离子', '交换', '树脂', '的', '冲洗', '用水量', '逐渐', '增大', '这', '是', '由']"
阴床出水电导率逐渐增加值逐渐下降可低至因,0.0,"['阴床', '出水', '电导率', '逐渐', '增加值', '逐渐', '下降', '可低', '至', '因']"
什么叫树脂污染指数不同的污染指数情况下采用什么措施,1.0,"['什么', '叫', '树脂', '污染', '指数', '不同', '的', '污染', '指数', '情况', '下', '采用', '什么', '措施']"
如何防止树脂受污染和怎样进行处理,1.0,"['如何', '防止', '树脂', '受', '污染', '和', '怎样', '进行', '处理']"
要搞好混凝澄清处理必须正确选择混凝剂并由,0.0,"['要', '搞好', '混凝', '澄清', '处理', '必须', '正确', '选择', '混凝剂', '并', '由']"
为了防止再生剂中的杂质对树脂引起的污染除,0.0,"['为了', '防止', '再生', '剂', '中', '的', '杂质', '对', '树脂', '引起', '的', '污染', '除']"
对于可能接触树脂的压缩空气要净化除油要防,0.0,"['对于', '可能', '接触', '树脂', '的', '压缩空气', '要', '净化', '除油要', '防']"
虽然用各种措施来防止树脂受到污染但经过一,0.0,"['虽然', '用', '各种', '措施', '来', '防止', '树脂', '受到', '污染', '但', '经过', '一']"
碱性食盐水法处理加烧碱是增加腐殖酸之类物,0.0,"['碱性', '食盐水', '法', '处理', '加', '烧碱', '是', '增加', '腐殖酸', '之类', '物']"
改变阴离子树脂高分子骨架憎水性为亲水性苯,0.0,"['改变', '阴离子', '树脂', '高分子', '骨架', '憎', '水性', '为', '亲水性', '苯']"
为什么阴离子交换树脂容易变质,1.0,"['为什么', '阴离子', '交换', '树脂', '容易', '变质']"
阴离子交换树脂的化学稳定性要比阳离子交换,0.0,"['阴离子', '交换', '树脂', '的', '化学', '稳定性', '要', '比', '阳离子', '交换']"
树脂受到铁的污染庆当如何处理,1.0,"['树脂', '受到', '铁', '的', '污染', '庆当', '如何', '处理']"
树脂受铁的污染颜色变深由深褐色直至完全变,0.0,"['树脂', '受铁', '的', '污染', '颜色', '变深', '由', '深褐色', '直至', '完全', '变']"
怎样判断树脂受油污染,1.0,"['怎样', '判断', '树脂', '受油', '污染']"
树脂受到油的污染会产生抱团现象这类污染大,0.0,"['树脂', '受到', '油', '的', '污染', '会', '产生', '抱团', '现象', '这', '类', '污染', '大']"
有哪些类别的专用树脂,1.0,"['有', '哪些', '类别', '的', '专用', '树脂']"
承受着离子交换树脂应用技术的发展以水处理,0.0,"['承受', '着', '离子交换', '树脂', '应用', '技术', '的', '发展', '以水', '处理']"
为什么要进行水的软化处理,1.0,"['为什么', '要', '进行', '水', '的', '软化', '处理']"
天然水中含有各种盐类这些盐类溶解为阳离子,0.0,"['天然', '水中', '含有', '各种', '盐类', '这些', '盐类', '溶解', '为', '阳离子']"
什么是原水软化水除盐水纯水和超纯水,1.0,"['什么', '是', '原水', '软化水', '除', '盐水', '纯水', '和', '超纯水']"
生产的影响很大不仅影响生产装置的换热设备,0.0,"['生产', '的', '影响', '很大', '不仅', '影响', '生产', '装置', '的', '换热', '设备']"
什么是水中的悬浮物质,1.0,"['什么', '是', '水中', '的', '悬浮', '物质']"
水中的悬浮物质是颗粒直径约在以上的微粒肉,0.0,"['水中', '的', '悬浮', '物质', '是', '颗粒', '直径约', '在', '以上', '的', '微粒', '肉']"
什么是水中的胶体物质,1.0,"['什么', '是', '水中', '的', '胶体', '物质']"
水中的胶体物质是指直径在之间的微粒胶体是,0.0,"['水中', '的', '胶体', '物质', '是', '指', '直径', '在', '之间', '的', '微粒', '胶体', '是']"
由于胶体物质的微粒小重量轻单位体积所具有,0.0,"['由于', '胶体', '物质', '的', '微粒', '小', '重量轻', '单位', '体积', '所', '具有']"
为什么水中会对碳钢产生腐蚀,1.0,"['为什么', '水中', '会', '对', '碳钢', '产生', '腐蚀']"
二氧化碳是水中存在较多的杂质通常情况下是,0.0,"['二氧化碳', '是', '水中', '存在', '较', '多', '的', '杂质', '通常', '情况', '下', '是']"
如果除盐水中进入水的电导率即会上升腐蚀性,0.0,"['如果', '除', '盐水', '中', '进入', '水', '的', '电导率', '即会', '上升', '腐蚀性']"
水中的主要阴阳离子对水质有些什么影响,1.0,"['水中', '的', '主要', '阴阳', '离子', '对', '水质', '有些', '什么', '影响']"
水中主要的阴离子有等其中在水中常与阳离子,0.0,"['水中', '主要', '的', '阴离子', '有', '等', '其中', '在', '水中', '常', '与', '阳离子']"
的存在使水的电导率上升增加了水的不稳定倾,0.0,"['的', '存在', '使水', '的', '电导率', '上升', '增加', '了', '水', '的', '不', '稳定', '倾']"
为什么有的水会有臭味,1.0,"['为什么', '有', '的', '水会', '有', '臭味']"
清净的水是无臭无味无色透明的液体但被污染,0.0,"['清净', '的', '水', '是', '无', '臭', '无味', '无色', '透明', '的', '液体', '但', '被', '污染']"
由于上述的各种原因所以有的水会有臭味例如,0.0,"['由于', '上述', '的', '各种', '原因', '所以', '有', '的', '水会', '有', '臭味', '例如']"
什么是水的总固体溶解固体和悬浮固体,1.0,"['什么', '是', '水', '的', '总', '固体', '溶解', '固体', '和', '悬浮固体']"
溶解固体是指水经过过滤之后那些仍然溶于水,0.0,"['溶解', '固体', '是', '指水', '经过', '过滤', '之后', '那些', '仍然', '溶于', '水']"
什么是水的浑浊度,1.0,"['什么', '是', '水', '的', '浑浊度']"
由于水中含有悬浮及胶体状态的微粒使得原是,0.0,"['由于', '水中', '含有', '悬浮', '及', '胶体状态', '的', '微粒', '使得', '原', '是']"
什么是水的色度,1.0,"['什么', '是', '水', '的', '色度']"
天然水是经常显示出浅黄浅褐或黄绿等不同的,0.0,"['天然水', '是', '经常', '显示', '出', '浅黄', '浅', '褐', '或', '黄绿', '等', '不同', '的']"
水色度往往会影响造纸纺织等工业产品的质量,0.0,"['水', '色度', '往往', '会', '影响', '造纸', '纺织', '等', '工业', '产品', '的', '质量']"
工业废水可能使水体产生各种各样的颜色但水,0.0,"['工业废水', '可能', '使', '水体', '产生', '各种各样', '的', '颜色', '但水']"
什么是水的硬度,1.0,"['什么', '是', '水', '的', '硬度']"
水中有些金属阳离子同一些阴离子结合在一起,0.0,"['水中', '有些', '金属', '阳离子', '同', '一些', '阴离子', '结合', '在', '一起']"
水的硬度有哪几种,1.0,"['水', '的', '硬度', '有', '哪几种']"
主要是由钙镁的碳酸氢盐所形成的硬度还有少,0.0,"['主要', '是', '由', '钙', '镁', '的', '碳酸氢盐', '所', '形成', '的', '硬度', '还有', '少']"
硬度的单位是如何表示的,1.0,"['硬度', '的', '单位', '是', '如何', '表示', '的']"
由于硬度并非是由单一的金属离子或盐类形成,0.0,"['由于', '硬度', '并非', '是', '由', '单一', '的', '金属', '离子', '或', '盐类', '形成']"
硬水对工业生产有什么危害,1.0,"['硬水', '对', '工业生产', '有', '什么', '危害']"
硬水作为工业生产用的冷却水会使换热器结水,0.0,"['硬水', '作为', '工业生产', '用', '的', '冷却水', '会', '使', '换热器', '结水']"
水垢的导热性能只有钢材的几百分之一在锅炉,0.0,"['水垢', '的', '导热性', '能', '只有', '钢材', '的', '几', '百分之一', '在', '锅炉']"
什么是水的碱度水中的碱度有哪几种形式存在,1.0,"['什么', '是', '水', '的', '碱度', '水中', '的', '碱度', '有', '哪几种', '形式', '存在']"
水的碱度是指水中能够接受离子与强酸进行中,0.0,"['水', '的', '碱度', '是', '指', '水中', '能够', '接受', '离子', '与', '强酸', '进行', '中']"
形成水中碱度的物质碳酸盐和碳酸氢盐可以共,0.0,"['形成', '水中', '碱度', '的', '物质', '碳酸盐', '和', '碳酸氢盐', '可以', '共']"
水中各种碱度的相互关系如何,1.0,"['水中', '各种', '碱度', '的', '相互', '关系', '如何']"
用酚酞作指示剂时滴定的终点为称为酚酞碱度,0.0,"['用', '酚酞', '作', '指示剂', '时', '滴定', '的', '终点', '为', '称为', '酚酞', '碱度']"
用甲基橙作指示剂时滴定的终点为称为甲基橙,0.0,"['用', '甲基', '橙作', '指示剂', '时', '滴定', '的', '终点', '为', '称为', '甲基', '橙']"
如果水中单独存在碱度水的水中同时存在时如,0.0,"['如果', '水中', '单独', '存在', '碱度', '水', '的', '水中', '同时', '存在', '时如']"
如何根据硬度和碱度的关系了解水质,1.0,"['如何', '根据', '硬度', '和', '碱度', '的', '关系', '了解', '水质']"
天然水中的硬度主要是指等金属离子水中的碱,0.0,"['天然', '水中', '的', '硬度', '主要', '是', '指', '等', '金属', '离子', '水中', '的', '碱']"
水中的硬度都变成为碳酸氢盐并同时还有的碳,0.0,"['水中', '的', '硬度', '都', '变成', '为', '碳酸氢盐', '并', '同时', '还有', '的', '碳']"
什么是水的酸度,1.0,"['什么', '是', '水', '的', '酸度']"
